,date,Longitude,Latitude,State,tweet_clean,sentiment,sentiment_category,y_predict
1088,2022-11-12,-89.2665075,39.7393005,IL,littl democrat leader tri help work class republican constantli shoot down bill that would help them work class tell take away medicar even abort right benefit,0.7184,positive,positive
1089,2022-11-12,-76.823345,39.4944215,MD,abort long been contenti issu unit state that sharpli divid american along partisan ideolog religi line today major adult abort should legal most case,0.128,positive,positive
1090,2022-11-12,-80.8645565,35.5684345,NC,next gener delusion voter vote simpli abort right,0.0,neutral,neutral
1091,2022-11-12,-123.797428,46.669364,WA,just need safe inject site abort clinic everi corner homeless encamp crime filth live suburb should bust downtown then spend afternoon sodo seattl quit shock differ,-0.4939,negative,negative
1092,2022-11-12,-85.498108,40.884839,IN,claim republican first that state thing differ valid reason wouldn justifi abort that some state implement just becaus some state differ,0.0,neutral,neutral
1093,2022-11-12,-97.343915,37.6838965,KS,call thi bullshit white over wade should never have been overturn kansan here vote keep abort legal,-0.5106,negative,negative
1094,2022-11-12,-93.400136,44.927631,MN,there such thing innoc abort,0.0,neutral,neutral
1095,2022-11-12,-122.4359785,37.7706565,CA,novemb control demolit thank your servic just stupid femal emot abort equal miscarriag rada older execut rape lover crohn reset bittner gordon black eye null traine thank stepson,-0.0772,negative,negative
1096,2022-11-12,-118.4119065,34.0207895,CA,they will with they have american want right abort fact without lose abort right dem would have lost becaus drop,-0.2124,negative,negative
1097,2022-11-12,-110.9155735,32.1893905,AZ,brief comment proudli tell that mark kelli senat seat blake master asshat remov cheerlead abort white supremacist belief from websit befor lie about them seat futur where they file,0.4939,positive,positive
1098,2022-11-12,-79.861034,35.1704985,NC,want clean rich forgiv student loan abort right legal anwer cut rich,0.8625,positive,positive
1099,2022-11-12,-83.574671,41.6565905,OH,that against vaccin abort talk about psych med right refus lithium seroquel america just wait hear everybodi els stori about they feel take them stop,-0.296,negative,negative
1100,2022-11-12,-118.4119065,34.0207895,CA,republican parti need stop harp abort well they ever want anoth elect that said mcconnel mccarthi both need,0.0516,positive,negative
1101,2022-11-12,-83.804475,27.698682,FL,crowd hype play brick fold about abort,0.34,positive,positive
1102,2022-11-12,-87.732013,41.8335845,IL,trick spontan abort miscarriag occasion interchang former more precis elimin idea accid prevent action that miscarriag often great guilt mother though prevent,0.4588,positive,positive
1103,2022-11-12,-94.2791215,39.0148605,MO,honestli cannot understand thi abort again there mani other damn issu what hell,-0.8074,negative,negative
1104,2022-11-12,-87.732013,41.8335845,IL,pleas there wave becaus abort biden leadership lack there,-0.3182,negative,positive
1105,2022-11-12,-87.732013,41.8335845,IL,becaus spontan abort proper medic term merck manual miscarriag often interchang precis miscarri idea accid spontan abort such connot simpli normal bodili function,0.0,neutral,neutral
1106,2022-11-12,-85.1096875,35.0160465,TN,walter same week after week newshour biden unpopular voter care about high inflat abort peak summer incumb parti alway lose histor number wave then complet differ after account,0.2023,positive,positive
1107,2022-11-12,-79.420865,38.0033755,VA,correct that champ republican know they elect when democrat outspend them abort that were highli mislead focu group test drive home idea that insert candid want forc rape victim give birth,-0.5267,negative,negative
1108,2022-11-12,-85.5883275,38.3400895,KY,thi becaus republican shot themselv dick with their take abort,-0.5106,negative,neutral
1109,2022-11-12,-73.8972405,41.251326,NY,right tell women charg person choic with life bodi crimin polit parti assum they crimin abort incred error republican they hadn push thi absurd would have easili,-0.4019,negative,positive
1110,2022-11-12,-96.8300925,46.8648825,ND,wait watch republican convert voter tri eras year activ shooter drill from their memori kid smart boomer asshol never thi gener over anti abort amend freedom bullshit,0.2023,positive,positive
1111,2022-11-12,-117.434547,47.667438,WA,greatest increas abort were record outsid seattl area particularli eastern counti whitman benton where abort rate doubl tripl respect compar with previou year,0.8074,positive,positive
1112,2022-11-12,-117.7823605,33.689732,CA,know wonder redtsunami didn happen littl advic from right lean independ drop trump elect denier abort ban mayb have chanc until stop embrac crazi other come back,-0.8555,negative,negative
1113,2022-11-12,-117.434547,47.667438,WA,just abort,0.0,neutral,neutral
1114,2022-11-12,-72.757385,41.500753,CT,nice fake christian with much makeup serial abort provid with brain damag,-0.0772,negative,negative
1115,2022-11-12,-100.0768885,31.1688935,TX,republican lost there amaz opportun independ went huge thru abort issu republican woke base parti with there disgust women right what culda shulda been republican will haunt there parti forev go forward,-0.765,negative,negative
1116,2022-11-12,-91.7608235,37.9478235,MO,missouri resid enough pregnant mother becaus abort illeg follow their logic should vote peopl child welfar babi,0.0,neutral,neutral
1117,2022-11-12,-74.7243235,40.0730405,NJ,mayb get suprem court overturn row wade abort longer legal feder level open door state well some your cohort want make crime woman have,-0.1531,negative,negative
1118,2022-11-12,-74.082117,40.3646025,NJ,thi exactli tsunami never happen qevin lyin lindsay graham fuck time with nation band abort both screw pooch,-0.5994,negative,negative
1119,2022-11-12,-73.8311875,40.6708795,NY,say crime panic cynic ploy right wing just like migrant caravan they invent everi elect cycl democrat bought into ploy suffer one focus econom justic abort right,-0.8807,negative,negative
1120,2022-11-12,-80.1677155,26.062405,FL,thought those were busi make abort arraing,0.0,neutral,neutral
1121,2022-11-12,-97.754724,30.3233455,TX,that embarrass abort right under attack well over half student bodi didn vote they think go happen they need abort,-0.4939,negative,negative
1122,2022-11-12,-157.799589,21.3199435,HI,staffer comment heard yesterday said state concern about abort democraci vote blue other even normal blue show midterm behavior your thought,0.0,neutral,neutral
1123,2022-11-12,-90.3877495,38.7267525,MO,keep live dream world your noth petti confus peopl want chang everyth next gener come with transgend lgbtq agenda abort legal murder thi rate have futur civil will ruin,-0.7717,negative,negative
1124,2022-11-12,-94.731341,32.50328,TX,except cours montana vote allow save full term fetus born aliv after abort,0.6249,positive,positive
1125,2022-11-12,-118.394908,46.030688,WA,usual vote libertarian sometim republican becaus hate govern abort issu push vote some democrat that never would vote befor held nose becaus abort access veri import women girl,-0.4215,negative,negative
1126,2022-11-12,-117.0226945,38.502147,NV,lombardo make abort illeg second get into offic tragic citi full worker alreadi unprotect shelter that overflow with women children homeless popul soar veri broken educ system gosh leav,-0.7269,negative,negative
1127,2022-11-12,-106.632718,35.1170025,NM,wednesday volunt with abort free mexico said they observ woman be transport ambul from center reproduct health albuquerqu,0.5106,positive,positive
1128,2022-11-12,-106.632718,35.1170025,NM,abort need call what brutal dismember children should reject shaver said,-0.7783,negative,negative
1129,2022-11-12,-90.247824,38.653771,MO,when republican honest about anyth abort live california dure racist proposit which pass what happen republican after that they rapidli lost their supermajor power arnold governor becaus wasn with them,-0.4588,negative,negative
1130,2022-11-12,-76.05503,39.706347,MD,schlub cours will abort like kill black babi have alreadi establish thi ruin your summer becaus your irrespons sexual decis,-0.7906,negative,negative
1131,2022-11-12,-89.972622,38.806053,IL,nanci press abort most import realiti scene ever,0.0,neutral,neutral
1132,2022-11-12,-97.2859135,32.7799665,TX,republican need make vote thi crazi genz kill democrat make gun republican noooo democrat abort year week republican babi killer,-0.9081,negative,negative
1133,2022-11-12,-118.377313,33.854669,CA,point abort made illeg quit clear abort right someon choos abort their babi they will take with,0.3818,positive,positive
1134,2022-11-12,-93.1056485,44.9415155,MN,fuck awesom endur kidnap plot elect landslid help democrat secretari state attorney gener work flip both michigan state chamber fought abort state constitut,-0.4767,negative,negative
1135,2022-11-12,-82.9974245,40.2023965,OH,think republican should keep talk about cut social secur ban abort that work well them,-0.5574,negative,negative
1136,2022-11-12,-83.1738665,32.6782075,GA,texa accus slip abort drug wife drink,0.0,neutral,neutral
1137,2022-11-12,-94.5592815,39.1000485,MO,that fals that problem much misinform from peopl bother simpl googl search florida actual allow abort week fairli certain there zero state that treat ectop pregnanc,0.1531,positive,positive
1138,2022-11-12,-119.7106945,39.5742165,NV,thi absolut devast have abort friendli governor would hear stori peopl abort without shame stigma someth take grant passion about want learn more thank alway listen,0.8792,positive,positive
1139,2022-11-12,-73.9685415,40.780709,NY,alpha read bibl jesu liber never talk about homosexu also there passag condemn marriag abort,-0.3818,negative,negative
1140,2022-11-12,-106.026119,34.166235,MN,fetterman languag abil will improv harvard grad lie cheat abort pusher absent herschel just vote go help fault choic dramat differ pastor mlk church everyth deserv,-0.4588,negative,negative
1141,2022-11-12,-109.694828,32.8189855,AZ,ask question abort murder there nation secur problem mexican border mess with coal industri treason nation militari draft answer immagr employ mess,-0.936,negative,negative
1142,2022-11-12,-80.1226195,26.721896,FL,abort that,0.0,neutral,neutral
1143,2022-11-12,-93.44576,45.25745,MN,then forgiv stanc abort unless support such atroc,0.4019,positive,positive
1144,2022-11-12,-89.876449,32.571032,MS,everyth abort hear from right that intend punish women have goddamn that been incred obviou while,-0.7579,negative,negative
1145,2022-11-12,-118.4119065,34.0207895,CA,say evil clown want dismantl social secur medicar make abort crimin florida,-0.6249,negative,positive
1146,2022-11-12,-100.0768885,31.1688935,TX,told women florida fell take abort ban their websit,-0.5574,negative,negative
1147,2022-11-12,-122.630908,45.536402,OR,younger adult particularli young singl women vote overwhelmingli protect abort more gener young adult larg support democrat candid handwrit wall,0.6486,positive,positive
1148,2022-11-12,-77.0143985,38.898603,DC,been both exhaust exhilar cover these elect here recap what happen thi week what role think abort play thi midterm cycl,0.0516,positive,positive
1149,2022-11-12,-79.0021125,35.054627,NC,indic abort parti unifi principl problem them simpli what american want they have move from offens defens advantag shift dem,-0.34,negative,negative
1150,2022-11-12,-120.882482,47.273022,WA,abort right stop what come,-0.296,negative,negative
1151,2022-11-12,-97.394749,42.8909545,SD,your passion famili best abort convers,0.802,positive,positive
1152,2022-11-12,-95.3268995,29.5478845,TX,abort central faith walker paid them abandon kid lie about resid integr,-0.0258,negative,negative
1153,2022-11-12,-100.0768885,31.1688935,TX,what say they still wrong follow christ with abort,-0.4767,negative,negative
1154,2022-11-12,-95.3268995,29.5478845,TX,side walker abort central issu christian accept christ sacrific cross replic love forgiv,0.7783,positive,positive
1155,2022-11-12,-77.466665,43.159805,NY,made clear abort right preserv democraci make colleg afford will them vote,0.3818,positive,positive
1156,2022-11-12,-80.233244,26.6249075,FL,arson court knew there mention allow allow abort amend they reli first amend protect privaci home justic loui brandei dissent gilbert minn effect they want women shut,0.6908,positive,positive
1157,2022-11-12,-75.770041,42.746617,NY,abort should onli illeg societi where everi singl pregnanc complet intent women women determin that legal without contribut take credit abort alway legal some point some place some time access anyon ever,-0.0475,negative,positive
1158,2022-11-12,-86.267179,42.3807085,MI,would kept your mouth shut about abort wouldn play into democrat trap vote mani republican friend colleagu didn vote caus your stanc sometim best stick busi,0.8176,positive,positive
1159,2022-11-12,-75.770041,42.746617,NY,favorit food might salt pepper strang like tast unborn babi technic made chicken onli reason want abort illeg becaus human would commit suicid they knew they were meat gmosocieti,0.6124,positive,positive
1160,2022-11-12,-157.735838,21.3906965,HI,unless your posit abort murder life begin concept,-0.6908,negative,negative
1161,2022-11-12,-117.104989,32.810012,CA,redtsunami came from voter abort anti abort stuff,-0.3182,negative,negative
1162,2022-11-12,-83.804475,27.698682,FL,look like about need abort,0.3612,positive,positive
1163,2022-11-12,-75.770041,42.746617,NY,onli zeldin wasn tie trump elect denier anti abort dewitt,-0.5859,negative,negative
1164,2022-11-12,-77.0143985,38.898603,DC,tap mic abort econom issu,0.0,neutral,neutral
1165,2022-11-12,-82.573675,27.4739745,FL,what about year girl from ohio leav state abort unfortun religi zealot impos their religi view everyon els even bibl say child person until take first breath,-0.4404,negative,negative
1166,2022-11-12,-115.038337,36.006256,NV,go abort state,0.0,neutral,neutral
1167,2022-11-12,-90.247824,38.653771,MO,anti abort symptom greater encompass threat modern republican parti anti democrat theocraci religion democraci mutual exclus,-0.6705,negative,negative
1168,2022-11-12,-87.8887455,43.091243,WI,where fuck been asshol realli think were go take away social secur abort pass whatev hell want ultra wealthi stfu,-0.8316,negative,negative
1169,2022-11-12,-87.848928,41.499327,IL,beez tribun abort murder retract your statement state truth,-0.5267,negative,negative
1170,2022-11-13,-71.122066,42.181456,MA,also your late term abort claim aren work anyon with brain know woman doesn carri pregnanc month then decid last minut abort whim late term abort onli happen when life health mother threaten,-0.3818,negative,negative
1171,2022-11-13,-71.122066,42.181456,MA,your opposit abort anoth huge reason lost republican lost singl women forti point vast major american think should legal,-0.2023,negative,negative
1172,2022-11-13,-80.926628,33.6311395,SC,abort child sacrific wrap like virtuou show independ,0.3612,positive,positive
1173,2022-11-13,-95.4464865,29.838495,TX,land women right choos abort bodi decis,0.0,neutral,neutral
1174,2022-11-13,-122.804456,38.5409835,CA,devast truth about abort that everi lawmak voter need hear,0.3182,positive,positive
1175,2022-11-13,-88.0807535,41.794445,IL,thi moder enjoy look accur info year old vote abort colleg loan forgiv record number inflat biggest concern also boomer popul get smaller,0.5423,positive,positive
1176,2022-11-13,-83.804475,27.698682,FL,reunit think woman care about abort rebecca,0.4939,positive,positive
1177,2022-11-13,-89.5694915,44.900818,WI,republican politician should waver conserv valu such life begin concept abort must illeg waver thi month befor elect thu lost respect liber vote life,0.2023,positive,negative
1178,2022-11-13,-111.931711,34.1682535,AZ,good footbal player complet unqualifi posit run doesn seem like good truth against abort paid that know,0.8625,positive,positive
1179,2022-11-13,-74.2424095,40.948353,NJ,should have cave feder abort legisl wave would have been save clearli right lesson onc again be learn,0.4939,positive,positive
1180,2022-11-13,-74.2424095,40.948353,NJ,should have cave abort would have save wave,0.4939,positive,positive
1181,2022-11-13,-85.7223455,38.195555,KY,think becaus built coalit that transcend polit parti abort should partisan issu peopl across polit spectrum support access abort,0.4019,positive,positive
1182,2022-11-13,-73.9487755,40.655138,NY,suprem court found right abort base sever provis constitut your assum that onli right expressli text legitim contradict express languag amend again read book,-0.3182,negative,neutral
1183,2022-11-13,-96.053431,41.275721,NE,should state allow punish woman cross state line abort,-0.3612,negative,negative
1184,2022-11-13,-112.1246765,33.5528625,AZ,republican overcom thi other than their extrem posit abort america happi with direct countri more voter peopl vote same thing have,0.0,neutral,neutral
1185,2022-11-13,-122.3306025,47.614817,WA,year incumb spent much time onli regurgit same talk point democrat vomit right dismemb unborn children women want abort women want safe secur have have abort,0.5423,positive,positive
1186,2022-11-13,-73.117467,40.8591315,NY,someon view abort,0.0,neutral,neutral
1187,2022-11-13,-157.799589,21.3199435,HI,abort resolut pass friend some studi beach thank anoth success meet,0.8555,positive,positive
1188,2022-11-13,-85.7682405,37.822244,KY,action your voic kentucki voter have spoken daniel your effort limit abort access send your messag here,0.0,neutral,neutral
1189,2022-11-13,-80.285189,26.0781705,FL,abort kill human that save human that kill time check that command still there thou shall kill pray convers believ lie satan world includ biden,-0.891,negative,negative
1190,2022-11-13,-96.053431,41.275721,NE,texa woman kaile despain forc travel hour mexico have abort save life pregnanc that babi chanc surviv,0.4939,positive,positive
1191,2022-11-13,-76.964999,38.9427745,MD,duck what bizarr repli here exampl matter kept talk about abort right separ from economi women talk knew they couldn work with unwant children male pundit refus that,0.0258,positive,positive
1192,2022-11-13,-92.4367735,38.3045585,MS,biden mother would abort that would mother would kill would putin jail murder,-0.886,negative,negative
1193,2022-11-13,-100.0768885,31.1688935,TX,abort student loan sue biden littl moscow,0.0,neutral,neutral
1194,2022-11-13,-118.4119065,34.0207895,CA,what goe someon els uteru none your busi truli believ teach christ make sure child here hungri unhous grew without parent they lost becaus abort care wasn avail shame christ,0.5207,positive,positive
1195,2022-11-13,-120.5834015,44.1454365,OR,admit total abort next that midterm over,0.2023,positive,neutral
1196,2022-11-13,-87.125767,41.619157,IN,democrat michigan trifecta thi still right abort state constitut,0.0,neutral,neutral
1197,2022-11-13,-111.5605185,33.1982355,AZ,pretti sure support abort,0.6124,positive,positive
1198,2022-11-13,-71.4440805,42.971199,NH,take then senat go mcconnel should have spent more money prop nomine instead play primari need better messag than they suck trump should have spent more stay primari abort issu,0.34,positive,positive
1199,2022-11-13,-122.529191,45.4322785,OR,pastor said they want stereotyp black that been white instruct sinc they know that base could care less liar adulter abort pay moron long instruct sadgeorgia,-0.4779,negative,negative
1200,2022-11-13,-75.815956,39.968025,PA,talk daughter approach menopaus about abort drug menopaus birth control drug also use treat menopaus suprem might attack birth control next,-0.1027,negative,negative
1201,2022-11-13,-86.2705395,45.00118,MI,motiv vote blue vote against student loan forgiv motiv boomer vote blue threaten social secur medicar motiv women vote blue threaten nationwid abort ban plan economi share,-0.765,negative,negative
1202,2022-11-13,-112.1246765,33.5528625,AZ,predict state will have their law that suit peopl that live that state peopl will realiz right abort automat go away will settl issu feder elect,0.0,neutral,neutral
1203,2022-11-13,-79.420865,38.0033755,VA,women life time abort rate down when plan parenthood access nice stretch statist half women that abort use birth control right dictat woman take care health which includ pregnanc,0.7184,positive,positive
1204,2022-11-13,-77.418002,39.4320365,MD,radio well more checkmat pregnant woman repres except everyth essenti wanna argu that abort murder have offer preced unborn person be murder such preced exist onli born peopl murder,-0.9325,negative,negative
1205,2022-11-13,-84.433106,33.7671945,GA,abort also econom issu wasn either,0.0,neutral,neutral
1206,2022-11-13,-83.804475,27.698682,FL,reason guy lost becaus trump becaus abort issu realli want support,0.1779,positive,positive
1207,2022-11-13,-83.804475,27.698682,FL,abort sadden greatli jesuschrist prolif,-0.5574,negative,neutral
1208,2022-11-13,-75.770041,42.746617,NY,they disgust then they church pray rais cathol when rape impregn colleg teen italian jewish friend neighbor took safe illeg abort back went confess penanc lord prayer,-0.296,negative,negative
1209,2022-11-13,-97.907807,38.066142,KS,adopt babi take plan parenthood million dollar democrat were give abort plan parenthood clinic natl websit real time adopt with real time birth,0.34,positive,positive
1210,2022-11-13,-84.433106,33.7671945,GA,there feasibl poll ahead elect post pundit realli believ price would outweigh abort scotu project lgbtq vote republican unqualifi extrem crazi candid base dumb major aren,-0.5106,negative,negative
1211,2022-11-13,-84.917307,32.4823035,GA,dabney wrong,-0.4767,negative,negative
1212,2022-11-13,-111.917026,40.765805,UT,when listen whoopi goldberg opinion abort understand that those opinion from perspect woman seven abort befor been marri three time with none longer than seven year,0.0,neutral,neutral
1213,2022-11-13,-120.5834015,44.1454365,OR,they were sway becaus abort attack pelosi onc again fear monger control narr,-0.743,negative,negative
1214,2022-11-13,-86.6807375,32.576227,AL,went poll abort lazili vote ticket,0.0,neutral,neutral
1215,2022-11-13,-114.465155,42.561255,ID,becaus abort murder real question leftist love murder,-0.7351,negative,negative
1216,2022-11-13,-71.4356815,42.305097,MA,still cannot believ what bone head move republican made onli with voter abort such good slush fund them would they take tabl,0.4404,positive,positive
1217,2022-11-13,-119.3066075,37.2691755,CA,thi point they could liter corps elect prevail question ask countri more concern with abort than go broke after biden lousey call prior midterm they their come believ that,-0.4215,negative,negative
1218,2022-11-13,-76.255686,36.895082,VA,mccarrick then bishop wilton gregori lie about content pope jpii direct usccb transmit letter from that told usccb deni communion politician publicli advoc favor abort,0.4019,positive,positive
1219,2022-11-13,-90.37398,38.5588175,MO,noth with young peopl be piss show legal abort save planet young voter schr dinger polit they vote they blame they vote look other while whistl,-0.1027,negative,positive
1220,2022-11-13,-77.26434,39.1701115,MD,american exercis their right vote ballot harvest mani american vote against republican didn like crazi chao other didn like republican polici exampl abort ban increas appeal republican parti listen,0.1027,positive,positive
1221,2022-11-13,-115.038337,36.006256,NV,such sens abort birth control will judg,0.0,neutral,neutral
1222,2022-11-13,-96.053431,41.275721,NE,woman go onli save live have abort doe have constitut right save life,0.7506,positive,positive
1223,2022-11-13,-81.9215795,41.4445855,OH,exil think both sort true neither parti prepar abort back polit realm paid more price back their more absolutist posit,0.4215,positive,positive
1224,2022-11-13,-122.2286855,37.791994,CA,strong that tertiari mean abort expuls fetu medic miscarriag spontan abort fetu dead there viabl pregnanc futur life possibl pregnanc abort same miscarriag that doesn releas,-0.25,negative,negative
1225,2022-11-13,-77.418002,39.4320365,MD,radio acknowledg unborn aliv abort end life unborn howev sinc unborn live anoth person bodi right receiv upon birth default mother dure pregnanc that murder,-0.6908,negative,negative
1226,2022-11-13,-93.2620465,44.9706105,MN,becaus mani hispan oppos illeg immigr abort indoctrin children school,0.0,neutral,neutral
1227,2022-11-13,-87.9672925,43.0567225,WI,noth weird about republican parti veer right moder dem independ republican vote against peopl like anti tran cultur book ban anti abort right elect deni maga period,-0.7506,negative,negative
1228,2022-11-13,-87.732013,41.8335845,IL,know gari peter hard work senat michigan heartbreak person stori about abort right critic pass propos thank senat peter,-0.5719,negative,negative
1229,2022-11-13,-122.4359785,37.7706565,CA,actual whole their constant lie assault weapon abort stanc list long,-0.7184,negative,negative
1230,2022-11-13,-122.630908,45.536402,OR,,0.0,neutral,neutral
1231,2022-11-13,-122.630908,45.536402,OR,,0.0,neutral,neutral
1232,2022-11-13,-122.807463,42.46913,OR,cours year after year show elect valid thi kind conduct cost elect chang your leadership those support ethic truth human be gun abort etern issu authent platform just hate dem,0.3182,positive,positive
1233,2022-11-13,-118.4119065,34.0207895,CA,will ultim fuck ironi spend year tri overturn return abort law state then voter enshrin choic state like they alreadi done ultra kansa kentucki care what wish,0.5994,positive,positive
1234,2022-11-13,-89.5694915,44.900818,WI,liber teacher instruct kid have abort funnel abort money back democrat,0.0258,positive,neutral
1235,2022-11-13,-112.1246765,33.5528625,AZ,tweet give their flower disinform doesn work them they grew with internet they deal with ban abort marriag secur church state save ass from thi cranki thank,-0.34,negative,positive
1236,2022-11-13,-122.3306025,47.614817,WA,weak candid western where anti immigr anti abort anti lgbtq elect deni doesn reson that well they thi themselv,-0.7717,negative,negative
1237,2022-11-13,-96.7617535,32.8198585,TX,care what trump parti there parti gone right tri bulli peopl abort mean world young older women votingblu,0.4939,positive,positive
1238,2022-11-13,-93.2620465,44.9706105,MN,noth about educ even crime prevent straight abort right fight babi here fight alon with littl help pleas tell your gonna help north minneapoli help prevent crime,-0.4588,negative,negative
1239,2022-11-13,-111.7385665,33.295215,AZ,partial abort outlaw women other women least honest think they dont understand diff between nonviabl babi kill healthi babi school work,-0.8127,negative,negative
1240,2022-11-13,-90.517684,38.7930465,MO,photo your meme suppos disprov fact abhor abort quick refresh jesu never spoke against anyth order definit call your bill liter say borrow make slave lender,-0.4588,negative,negative
1241,2022-11-13,-80.121529,26.8408065,FL,winter heat offset with abort right,0.0,neutral,neutral
1242,2022-11-13,-122.791854,45.424871,OR,more than might think look state where abort ballot those number with dem alon make mistak democraci person liberti connect both ballot major spoken credit,0.4404,positive,negative
1243,2022-11-13,-121.83373,39.747037,CA,biggest leadership style veri valid point cannot support celebr legal murder abort expect god bless hate innoc bloodsh,-0.798,negative,negative
1244,2022-11-13,-85.498108,40.884839,IN,exit poll number issu economi number abort trump approv rate dude still admit lost elect candid that admit lost women especi show vote against republican crusad against abort,-0.1027,negative,negative
1245,2022-11-13,-82.6694675,40.3651595,OH,poll that were wrong what happen wave that that didn happen maga job scream elect fraud maga kept push abort nationwid instead piss million women thi result deal with,-0.9062,negative,negative
1246,2022-11-13,-93.1056485,44.9415155,MN,jesu what stupid take happi do noth overturn work toward nationwid abort their veri good friend white hous rais militari budget stump cop they do noth they win,0.7579,positive,positive
1247,2022-11-13,-85.498108,40.884839,IN,issu abort look exit poll,0.0,neutral,neutral
1248,2022-11-13,-74.066663,40.7180015,NJ,care free covid money student loan forgiv abort deliv,0.7579,positive,positive
1249,2022-11-13,-83.1738665,32.6782075,GA,those role model that make abort seem like realli good idea want rais more like them,0.802,positive,positive
1250,2022-11-13,-112.3221785,33.6053915,AZ,that check walker acknowledg give deni claim knew abort,0.0,neutral,neutral
1251,2022-11-13,-117.397616,33.935822,CA,inconveni awar other reason women might need abort,0.0,neutral,neutral
1252,2022-11-13,-115.038337,36.006256,NV,abort result sexual,0.0,neutral,neutral
1253,2022-11-13,-70.627977,41.6376625,MA,mean after ban abort nation,-0.5574,negative,negative
1254,2022-11-13,-97.754724,30.3233455,TX,plu fact right loser deserv salt your wound think grab hate airhead ever chanc abort gone becaus peopl trust dem protect,-0.296,negative,negative
1255,2022-11-13,-82.5670075,35.5390725,NC,think part nixon regim platform behind what determin abort such issu never issu beforehand they just need appeal demograph they went devout christian,0.0,neutral,neutral
1256,2022-11-13,-121.959531,37.813777,CA,have turn abort issu into giant albatross around their neck believ also believ scotu rule wade secur much better outcom than would like term veri factor among mani other,0.6597,positive,positive
1257,2022-11-13,-77.604684,41.1179365,PA,momma look thi referendum montana these ghoul vote allow babi surviv abort attempt left disgust,-0.4588,negative,negative
1258,2022-11-13,-86.793917,33.5422375,AL,believ scienc scienc say life begin with first heart beat therefor abort after that murder,-0.6908,negative,negative
1259,2022-11-13,-74.066663,40.7180015,NJ,there such thing late term abort unless protect mother life more lie from fascist repress veri desper lose republican parti,-0.7479,negative,negative
1260,2022-11-13,-98.5406515,29.417501,TX,that great point know woman want abort sometim that best option depend circumst onli woman health care provid should involv thi decis woman choic,0.9153,positive,positive
1261,2022-11-13,-71.0887125,42.3136695,MA,carnem spicer uninterest your view abort that your opinion entitl ask evid support your claim that elect democrat support abort after birth pleas provid singl exampl support thi claim,0.7964,positive,positive
1262,2022-11-13,-117.104989,32.810012,CA,throw down abort midterm,0.0,neutral,neutral
1263,2022-11-13,-77.0143985,38.898603,DC,went insid abort facil pass rose pregnanc resourc famili there then when cop came went passiv limp like noodl dure arrest delay tactic solidar perborn cop tortur hold,-0.296,negative,positive
1264,2022-11-13,-86.441236,39.7665555,IN,mybodymychoic mani feet doe femal bodi have mean mani arm doe femal bodi have mean abort start look like medic assist suicid abort femal decid kill bodi,-0.4939,negative,negative
1265,2022-11-13,-112.1246765,33.5528625,AZ,abort colleg debt give ukrain blank check forc vote univers healthcar dure covid fund polic pretti clear your religi belief that democrat benevol ever problem wake,-0.3818,negative,negative
1266,2022-11-13,-95.4464865,29.838495,TX,that serious mess your daughter okay with brain addl serial liar absente father violent wife head abort payer with zero qualif make coher statement,-0.8442,negative,negative
1267,2022-11-13,-80.7376325,28.258804,FL,chri alar bishop name biden blood moon live abort radio vote life,0.0,neutral,neutral
1268,2022-11-13,-93.2620465,44.9706105,MN,hous speaker said friday with incom senat major leaser they agre codifi woman right abort first bill they want introduc legislatur,0.0772,positive,positive
1269,2022-11-13,-118.40899,34.0060125,CA,mike think fear motiv voter stripe fear extrem fear elect meddl fear more voter suppress fear lose abort right fear more maga chao,-0.9678,negative,negative
1270,2022-11-13,-95.4464865,29.838495,TX,well abort murder,-0.5574,negative,negative
1271,2022-11-13,-110.9155735,32.1893905,AZ,brnovich someth use like prosecut fraud scam instead wast time with antiqu abort law,-0.7184,negative,negative
1272,2022-11-13,-117.874032,33.617638,CA,joey crime immigr issu cost fluctuat cyclic suppli chain problem covid women becom class citizen after progress continu declin abort rate might directli hand craven caveman votesmatt,-0.0516,negative,negative
1273,2022-11-13,-82.985772,39.9946835,OH,call brainwash major citi peopl care about women right abort rural area they vote anti abort which line with their religi belief peopl have freedom vote base their religi belief,0.7269,positive,positive
1274,2022-11-13,-118.4119065,34.0207895,CA,will forev rememb stay angri that berni minion dismiss abort ident polit with less import than econom issu yell about more import than prevent suprem court from destroy human right,-0.483,negative,negative
1275,2022-11-13,-83.1738665,32.6782075,GA,shock know peopl about they want judg genuin confus turnout with kemp abort hang thi vote guess rebat act like surplu while staff precinct enough,0.0516,positive,positive
1276,2022-11-13,-77.5096295,38.9125995,VA,berri question excus excus question understand scienc math lectur valu life euthanasia abort through birth parti desanti good cuomo kill senior deal with,-0.4215,negative,negative
1277,2022-11-13,-71.276501,42.8912355,NH,go that allow almost univers democrat defin want nation abort after decad want state issu they spent million defin spent noth correct record clarifi nhpolit,0.3612,positive,positive
1278,2022-11-13,-102.104627,31.9943,TX,make sure everi ballot down ballot initi abort isol issu scottwalk take hold,0.3182,positive,positive
1279,2022-11-13,-111.7375655,33.4057545,AZ,elderli believ that republican want their social secur some here arizona split their vote never consid what they were vote abort drug cartel human traffick,0.0772,positive,negative
1280,2022-11-13,-77.0908695,38.81738,VA,up tweet sinc there seem critic about pollster pundit miss impact abort,-0.4019,negative,negative
